gps_data_flag,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,distance_unit,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,is_about_distance,is_graded_race,has_gps_data,distance_furlongs,distance_meters_expected,distance_label,is_nonstandard_distance,pp_race_key
X,21019628,El Divino Nino,LRL,2025-11-14,7,USA,ALW,,6.0,F,,6F,D,8,3.0,4.0,,,8.0,9,110.0,160.0,0.0,0.0,870.0,1285.0,50.0,100.0,0.0,0.0,150.0,0.0,109,9,49500,0,0,1,6.0,1207.008,6F,0,21019628|LRL|2025-11-14|7
X,21019628,El Divino Nino,LRL,2025-10-11,3,USA,SHP,,7.0,F,,7F,D,2,2.0,3.0,,,4.0,6,100.0,250.0,0.0,0.0,260.0,625.0,50.0,250.0,0.0,0.0,100.0,150.0,67,11,40800,0,0,1,7.0,1408.176,7F,0,21019628|LRL|2025-10-11|3
X,21019874,Uncle Grey,LRL,2026-01-09,1,USA,CLM,,8.0,F,,1M,D,3,9.0,9.0,8.0,,8.0,7,480.0,660.0,730.0,0.0,1310.0,1385.0,0.0,0.0,50.0,0.0,400.0,275.0,563,9,25870,0,0,1,8.0,1609.344,1M,0,21019874|LRL|2026-01-09|1
X,21019874,Uncle Grey,LRL,2025-12-21,4,USA,CLM,,7.0,F,,7F,D,6,4.0,5.0,,,6.0,5,550.0,520.0,0.0,0.0,910.0,1125.0,10.0,150.0,0.0,0.0,250.0,100.0,314,7,23550,0,0,1,7.0,1408.176,7F,0,21019874|LRL|2025-12-21|4
X,21019874,Uncle Grey,LRL,2025-11-30,2,USA,CLM,,8.0,F,,1M,D,5,6.0,5.0,7.0,,7.0,7,670.0,810.0,1270.0,0.0,1570.0,2125.0,150.0,100.0,0.0,0.0,0.0,0.0,312,7,25200,0,0,1,8.0,1609.344,1M,0,21019874|LRL|2025-11-30|2
X,21019874,Uncle Grey,LRL,2025-11-15,2,USA,SOC,,7.0,F,,7F,D,6,7.0,7.0,,,7.0,7,1120.0,1410.0,0.0,0.0,2100.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,630,7,30950,0,0,1,7.0,1408.176,7F,0,21019874|LRL|2025-11-15|2
,21019874,Uncle Grey,LRL,2025-11-07,6,USA,ALW,,5.5,F,,5 1/2F,T,12,12.0,12.0,,,12.0,12,2420.0,2520.0,0.0,0.0,2030.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,1567,12,53470,0,0,0,5.5,1106.424,5 1/2F,0,21019874|LRL|2025-11-07|6
X,21019882,Sincerito,LRL,2025-12-28,1,USA,CLM,,6.0,F,,6F,D,1,8.0,8.0,,,5.0,2,1060.0,730.0,0.0,0.0,560.0,925.0,0.0,0.0,0.0,0.0,200.0,75.0,240,8,24050,0,0,1,6.0,1207.008,6F,0,21019882|LRL|2025-12-28|1
,21019882,Sincerito,PRX,2025-12-08,2,USA,CLM,,6.0,F,,6F,D,4,7.0,5.0,,,4.0,3,420.0,460.0,0.0,0.0,500.0,105.0,300.0,150.0,0.0,0.0,500.0,800.0,153,8,21000,0,0,0,6.0,1207.008,6F,0,21019882|PRX|2025-12-08|2
,21019882,Sincerito,PEN,2025-11-20,9,USA,CLM,,6.0,F,,6F,D,5,6.0,5.0,,,4.0,2,350.0,360.0,0.0,0.0,170.0,200.0,10.0,10.0,0.0,0.0,100.0,200.0,28,7,12000,0,0,0,6.0,1207.008,6F,0,21019882|PEN|2025-11-20|9
,21019882,Sincerito,DEL,2025-08-30,5,USA,CLM,,8.0,F,,1M,D,3,6.0,6.0,6.0,,2.0,1,460.0,450.0,510.0,0.0,150.0,0.0,10.0,50.0,200.0,0.0,100.0,25.0,17,9,15000,0,0,0,8.0,1609.344,1M,0,21019882|DEL|2025-08-30|5
,22000184,Daytime Drama,MED,2025-10-11,2,USA,MCL,,8.0,F,,1M,T,3,8.0,8.0,6.0,,5.0,3,960.0,480.0,260.0,0.0,210.0,200.0,300.0,250.0,10.0,0.0,100.0,25.0,806,10,20825,0,0,0,8.0,1609.344,1M,0,22000184|MED|2025-10-11|2
X,22000184,Daytime Drama,MTH,2025-08-31,1,USA,MCL,,8.0,F,,1M,T,2,11.0,11.0,11.0,,8.0,7,1400.0,1120.0,890.0,0.0,1260.0,1275.0,0.0,0.0,0.0,0.0,100.0,50.0,1032,11,21525,0,0,1,8.0,1609.344,1M,0,22000184|MTH|2025-08-31|1
X,22000184,Daytime Drama,SAR,2025-08-07,10,USA,MCL,,8.5,F,,1 1/16M,T,8,11.0,11.0,10.0,,10.0,10,870.0,680.0,910.0,0.0,1820.0,2425.0,0.0,0.0,150.0,0.0,400.0,600.0,690,11,50000,0,0,1,8.5,1709.928,1 1/16M,0,22000184|SAR|2025-08-07|10
X,22000246,Fiveclocksomewhere,LRL,2025-11-27,4,USA,SOC,,7.0,F,,7F,D,6,2.0,3.0,,,7.0,7,100.0,250.0,0.0,0.0,1020.0,1950.0,100.0,50.0,0.0,0.0,0.0,0.0,188,7,30950,0,0,1,7.0,1408.176,7F,0,22000246|LRL|2025-11-27|4
,22000246,Fiveclocksomewhere,MVR,2025-10-20,7,USA,ALW,,8.0,F,,1M,D,1,3.0,3.0,4.0,,4.0,4,250.0,300.0,450.0,0.0,1060.0,1550.0,100.0,150.0,500.0,0.0,250.0,350.0,17,7,25900,0,0,0,8.0,1609.344,1M,0,22000246|MVR|2025-10-20|7
,22000246,Fiveclocksomewhere,DEL,2025-10-09,7,USA,AOC,,8.0,F,,1M,D,5,5.0,5.0,4.0,,4.0,4,220.0,170.0,550.0,0.0,900.0,1250.0,0.0,0.0,200.0,0.0,300.0,925.0,207,5,46000,0,0,0,8.0,1609.344,1M,0,22000246|DEL|2025-10-09|7
X,22000284,Crab Daddy,LRL,2025-12-13,8,USA,ALW,,8.0,F,,1M,D,5,3.0,2.0,3.0,,4.0,2,150.0,100.0,110.0,0.0,210.0,400.0,100.0,100.0,50.0,0.0,50.0,100.0,27,6,48000,0,0,1,8.0,1609.344,1M,0,22000284|LRL|2025-12-13|8
X,22000284,Crab Daddy,LRL,2025-11-28,7,USA,ALW,,6.0,F,,6F,D,8,9.0,8.0,,,6.0,3,1310.0,630.0,0.0,0.0,570.0,80.0,0.0,500.0,0.0,0.0,150.0,100.0,83,9,54910,0,0,1,6.0,1207.008,6F,0,22000284|LRL|2025-11-28|7
X,22000284,Crab Daddy,LRL,2025-11-07,9,USA,ALW,,6.0,F,,6F,D,4,7.0,6.0,,,5.0,4,370.0,510.0,0.0,0.0,310.0,275.0,10.0,250.0,0.0,0.0,10.0,200.0,86,9,54910,0,0,1,6.0,1207.008,6F,0,22000284|LRL|2025-11-07|9
X,22000284,Crab Daddy,LRL,2025-10-10,9,USA,ALW,,6.0,F,,6F,D,6,7.0,5.0,,,5.0,3,760.0,520.0,0.0,0.0,360.0,125.0,200.0,250.0,0.0,0.0,350.0,175.0,142,8,55880,0,0,1,6.0,1207.008,6F,0,22000284|LRL|2025-10-10|9
X,22000551,White Blue,LRL,2025-12-19,4,USA,CLM,,8.5,F,,1 1/16M,D,2,5.0,5.0,5.0,,4.0,4,710.0,950.0,1250.0,0.0,800.0,1950.0,0.0,0.0,0.0,0.0,1500.0,0.0,205,5,22000,0,0,1,8.5,1709.928,1 1/16M,0,22000551|LRL|2025-12-19|4
X,22000551,White Blue,LRL,2025-11-30,2,USA,CLM,,8.0,F,,1M,D,3,5.0,6.0,6.0,,6.0,5,570.0,910.0,1120.0,0.0,970.0,950.0,100.0,100.0,150.0,0.0,600.0,500.0,216,7,25200,0,0,1,8.0,1609.344,1M,0,22000551|LRL|2025-11-30|2
X,22000551,White Blue,LRL,2025-11-16,6,USA,SOC,,8.5,F,,1 1/16M,T,2,7.0,9.0,10.0,,10.0,10,850.0,810.0,1000.0,0.0,1130.0,830.0,50.0,100.0,0.0,0.0,0.0,0.0,812,10,26740,0,0,1,8.5,1709.928,1 1/16M,0,22000551|LRL|2025-11-16|6
X,22000551,White Blue,LRL,2025-10-04,1,USA,SOC,,8.5,F,,1 1/16M,T,7,9.0,9.0,9.0,,9.0,9,1120.0,1060.0,1080.0,0.0,1520.0,2285.0,0.0,0.0,0.0,0.0,0.0,0.0,151,9,25520,0,0,1,8.5,1709.928,1 1/16M,0,22000551|LRL|2025-10-04|1
X,22000564,Map to the Moon,LRL,2025-12-28,6,USA,CLM,,7.0,F,,7F,D,6,5.0,5.0,,,9.0,7,360.0,550.0,0.0,0.0,1270.0,1725.0,200.0,100.0,0.0,0.0,0.0,500.0,442,9,24550,0,0,1,7.0,1408.176,7F,0,22000564|LRL|2025-12-28|6
X,22000564,Map to the Moon,LRL,2025-12-07,3,USA,CLM,,6.0,F,,6F,D,1,5.0,5.0,,,5.0,4,400.0,900.0,0.0,0.0,710.0,800.0,50.0,10.0,0.0,0.0,50.0,350.0,117,8,24050,0,0,1,6.0,1207.008,6F,0,22000564|LRL|2025-12-07|3
X,22000564,Map to the Moon,LRL,2025-11-15,10,USA,CLM,,5.5,F,,5 1/2F,D,3,7.0,7.0,,,6.0,4,810.0,950.0,0.0,0.0,1050.0,675.0,0.0,0.0,0.0,0.0,50.0,400.0,80,7,23220,0,0,1,5.5,1106.424,5 1/2F,0,22000564|LRL|2025-11-15|10
X,22000564,Map to the Moon,LRL,2025-10-25,2,USA,CLM,,8.5,F,,1 1/16M,D,1,6.0,3.0,5.0,,5.0,5,410.0,110.0,610.0,0.0,700.0,1050.0,250.0,50.0,150.0,0.0,50.0,450.0,85,7,23220,0,0,1,8.5,1709.928,1 1/16M,0,22000564|LRL|2025-10-25|2
X,22000626,Ecumenical,LRL,2026-01-10,2,USA,CLM,,6.0,F,,6F,D,1,2.0,4.0,,,4.0,3,150.0,350.0,0.0,0.0,410.0,775.0,10.0,200.0,0.0,0.0,450.0,150.0,20,6,24370,0,0,1,6.0,1207.008,6F,0,22000626|LRL|2026-01-10|2
X,22000626,Ecumenical,LRL,2025-12-05,3,USA,SOC,,7.0,F,,7F,D,1,1.0,1.0,,,5.0,6,0.0,0.0,0.0,0.0,410.0,1825.0,700.0,500.0,0.0,0.0,50.0,2200.0,14,7,27040,0,0,1,7.0,1408.176,7F,0,22000626|LRL|2025-12-05|3
X,22000626,Ecumenical,LRL,2025-11-09,10,USA,MCL,,6.0,F,,6F,D,8,1.0,1.0,,,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,0.0,0.0,150.0,100.0,10,8,25370,0,0,1,6.0,1207.008,6F,0,22000626|LRL|2025-11-09|10
X,22000626,Ecumenical,LRL,2025-10-04,10,USA,MCL,,5.5,F,,5 1/2F,D,8,5.0,5.0,,,6.0,7,450.0,420.0,0.0,0.0,860.0,835.0,250.0,250.0,0.0,0.0,100.0,2200.0,50,8,32350,0,0,1,5.5,1106.424,5 1/2F,0,22000626|LRL|2025-10-04|10
X,22000676,Lannister,LRL,2025-12-26,7,USA,MSW,,6.0,F,,6F,D,7,3.0,4.0,,,5.0,5,300.0,320.0,0.0,0.0,910.0,1700.0,10.0,100.0,0.0,0.0,300.0,425.0,10,8,49410,0,0,1,6.0,1207.008,6F,0,22000676|LRL|2025-12-26|7
X,22000676,Lannister,DMR,2025-07-18,5,USA,MSW,,6.5,F,,6 1/2F,D,2,5.0,4.0,,,6.0,6,220.0,500.0,0.0,0.0,750.0,1285.0,10.0,10.0,0.0,0.0,350.0,225.0,8,9,100000,0,0,1,6.5,1307.592,6 1/2F,0,22000676|DMR|2025-07-18|5
X,22000678,Oleg,LRL,2025-12-28,1,USA,CLM,,6.0,F,,6F,D,7,2.0,2.0,,,2.0,5,100.0,200.0,0.0,0.0,450.0,1775.0,100.0,150.0,0.0,0.0,10.0,100.0,63,8,24050,0,0,1,6.0,1207.008,6F,0,22000678|LRL|2025-12-28|1
X,22000678,Oleg,LRL,2025-11-30,1,USA,CLM,,6.0,F,,6F,D,4,1.0,2.0,,,1.0,1,0.0,100.0,0.0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,10.0,225.0,15,6,22660,0,0,1,6.0,1207.008,6F,0,22000678|LRL|2025-11-30|1
X,22000678,Oleg,LRL,2025-11-14,2,USA,CLM,,5.5,F,,5 1/2F,D,9,3.0,3.0,,,3.0,3,250.0,250.0,0.0,0.0,350.0,425.0,250.0,400.0,0.0,0.0,300.0,125.0,17,9,23560,0,0,1,5.5,1106.424,5 1/2F,0,22000678|LRL|2025-11-14|2
X,22000678,Oleg,LRL,2025-10-26,1,USA,SOC,,5.5,F,,5 1/2F,T,5,7.0,7.0,,,7.0,4,330.0,240.0,0.0,0.0,330.0,235.0,150.0,10.0,0.0,0.0,10.0,25.0,53,10,26380,0,0,1,5.5,1106.424,5 1/2F,0,22000678|LRL|2025-10-26|1
X,22000770,Brightness,LRL,2025-12-27,6,USA,SOC,,6.0,F,,6F,D,4,8.0,7.0,,,8.0,7,930.0,810.0,0.0,0.0,560.0,605.0,100.0,150.0,0.0,0.0,250.0,100.0,208,9,28760,0,0,1,6.0,1207.008,6F,0,22000770|LRL|2025-12-27|6
,22000770,Brightness,DEL,2025-10-15,8,USA,CLM,,5.5,F,,5 1/2F,D,6,10.0,10.0,,,9.0,1,550.0,600.0,0.0,0.0,430.0,0.0,500.0,600.0,0.0,0.0,200.0,50.0,15,11,21000,0,0,0,5.5,1106.424,5 1/2F,0,22000770|DEL|2025-10-15|8
,22000770,Brightness,DEL,2025-09-06,8,USA,ALW,,8.0,F,,1M,D,5,5.0,4.0,4.0,,4.0,6,300.0,310.0,460.0,0.0,310.0,1125.0,300.0,10.0,10.0,0.0,100.0,0.0,90,6,46000,0,0,0,8.0,1609.344,1M,0,22000770|DEL|2025-09-06|8
,22000770,Brightness,DEL,2025-08-08,2,USA,SOC,,6.0,F,,6F,D,4,6.0,6.0,,,5.0,3,180.0,230.0,0.0,0.0,270.0,375.0,0.0,0.0,0.0,0.0,10.0,175.0,47,6,25000,0,0,0,6.0,1207.008,6F,0,22000770|DEL|2025-08-08|2
,22000828,In My Memories,CT,2025-12-11,7,USA,AOC,,7.0,F,,7F,D,1,3.0,2.0,,,2.0,2,150.0,150.0,0.0,0.0,50.0,125.0,100.0,10.0,0.0,0.0,100.0,475.0,15,6,34000,0,0,0,7.0,1408.176,7F,0,22000828|CT|2025-12-11|7
X,22000828,In My Memories,LRL,2025-11-29,7,USA,STK,,7.0,F,,7F,D,2,1.0,2.0,,,4.0,6,0.0,10.0,0.0,0.0,250.0,1175.0,10.0,150.0,0.0,0.0,250.0,600.0,166,7,100000,0,0,1,7.0,1408.176,7F,0,22000828|LRL|2025-11-29|7
,22000828,In My Memories,CT,2025-10-18,6,USA,ALW,,7.0,F,,7F,D,6,2.0,2.0,,,1.0,1,150.0,50.0,0.0,0.0,0.0,0.0,150.0,200.0,0.0,0.0,200.0,1075.0,1,6,31700,0,0,0,7.0,1408.176,7F,0,22000828|CT|2025-10-18|6
X,22000942,Celtic Prince,AQU,2025-04-04,2,USA,CLM,,6.0,F,,6F,D,6,4.0,5.0,,,5.0,6,170.0,610.0,0.0,0.0,710.0,1225.0,150.0,450.0,0.0,0.0,100.0,0.0,255,6,44000,0,0,1,6.0,1207.008,6F,0,22000942|AQU|2025-04-04|2
X,22000942,Celtic Prince,AQU,2025-02-14,8,USA,MCL,,6.5,F,,6 1/2F,D,7,3.0,2.0,,,2.0,1,150.0,10.0,0.0,0.0,50.0,0.0,500.0,250.0,0.0,0.0,350.0,100.0,143,9,42000,0,0,1,6.5,1307.592,6 1/2F,0,22000942|AQU|2025-02-14|8
X,22000942,Celtic Prince,AQU,2025-01-17,3,USA,MCL,,6.0,F,,6F,D,4,4.0,4.0,,,5.0,5,350.0,400.0,0.0,0.0,460.0,1075.0,10.0,50.0,0.0,0.0,800.0,650.0,34,7,42000,0,0,1,6.0,1207.008,6F,0,22000942|AQU|2025-01-17|3
X,22001067,Runsweetly,LRL,2025-11-27,4,USA,SOC,,7.0,F,,7F,D,1,7.0,7.0,,,6.0,6,900.0,750.0,0.0,0.0,1010.0,1800.0,0.0,0.0,0.0,0.0,10.0,150.0,95,7,30950,0,0,1,7.0,1408.176,7F,0,22001067|LRL|2025-11-27|4
X,22001067,Runsweetly,LRL,2025-10-24,2,USA,CLM,,6.0,F,,6F,D,1,7.0,5.0,,,4.0,6,500.0,550.0,0.0,0.0,550.0,405.0,0.0,150.0,0.0,0.0,50.0,600.0,116,7,45300,0,0,1,6.0,1207.008,6F,0,22001067|LRL|2025-10-24|2
,22001067,Runsweetly,DEL,2025-09-18,6,USA,CLM,,6.0,F,,6F,D,4,6.0,4.0,,,3.0,3,270.0,160.0,0.0,0.0,310.0,160.0,10.0,100.0,0.0,0.0,10.0,200.0,168,8,25000,0,0,0,6.0,1207.008,6F,0,22001067|DEL|2025-09-18|6
X,22001189,Nola Boss,LRL,2025-12-05,6,USA,CLM,,5.5,F,,5 1/2F,D,1,2.0,1.0,,,2.0,3,10.0,0.0,0.0,0.0,50.0,325.0,450.0,10.0,0.0,0.0,350.0,175.0,13,9,25870,0,0,1,5.5,1106.424,5 1/2F,0,22001189|LRL|2025-12-05|6
X,22001189,Nola Boss,LRL,2025-11-01,11,USA,SOC,,6.0,F,,6F,D,5,2.0,1.0,,,2.0,3,50.0,0.0,0.0,0.0,10.0,825.0,300.0,10.0,0.0,0.0,150.0,50.0,24,7,25600,0,0,1,6.0,1207.008,6F,0,22001189|LRL|2025-11-01|11
X,22001189,Nola Boss,LRL,2025-10-12,3,USA,SOC,,5.5,F,,5 1/2F,T,2,5.0,7.0,,,7.0,7,280.0,510.0,0.0,0.0,340.0,600.0,10.0,200.0,0.0,0.0,100.0,50.0,24,10,26380,0,0,1,5.5,1106.424,5 1/2F,0,22001189|LRL|2025-10-12|3
X,22001204,Twelve Nelson,SAR,2024-08-30,2,USA,MSW,,8.5,F,,1 1/16M,T,10,9.0,9.0,8.0,,8.0,9,730.0,770.0,700.0,0.0,1350.0,1270.0,150.0,200.0,50.0,0.0,50.0,1225.0,525,10,90000,0,0,1,8.5,1709.928,1 1/16M,0,22001204|SAR|2024-08-30|2
X,22001204,Twelve Nelson,SAR,2024-08-03,2,USA,MSW,,6.0,F,,6F,D,1,10.0,10.0,,,9.0,6,690.0,920.0,0.0,0.0,1180.0,1480.0,0.0,0.0,0.0,0.0,10.0,250.0,285,10,90000,0,0,1,6.0,1207.008,6F,0,22001204|SAR|2024-08-03|2
X,22001273,Tiny Lake,LRL,2025-11-27,9,USA,SOC,,6.0,F,,6F,D,2,5.0,5.0,,,5.0,6,350.0,750.0,0.0,0.0,910.0,950.0,10.0,10.0,0.0,0.0,10.0,0.0,87,6,30450,0,0,1,6.0,1207.008,6F,0,22001273|LRL|2025-11-27|9
X,22001273,Tiny Lake,LRL,2025-10-17,8,USA,SOC,,6.0,F,,6F,D,2,3.0,3.0,,,4.0,3,210.0,160.0,0.0,0.0,210.0,175.0,150.0,100.0,0.0,0.0,600.0,200.0,139,7,30500,0,0,1,6.0,1207.008,6F,0,22001273|LRL|2025-10-17|8
,22001273,Tiny Lake,CT,2025-09-18,7,USA,AOC,,7.0,F,,7F,D,1,6.0,5.0,,,5.0,5,460.0,1200.0,0.0,0.0,1950.0,2725.0,0.0,100.0,0.0,0.0,500.0,1150.0,167,6,34000,0,0,0,7.0,1408.176,7F,0,22001273|CT|2025-09-18|7
X,22001373,Ellinger,LRL,2026-01-10,2,USA,CLM,,6.0,F,,6F,D,4,4.0,3.0,,,2.0,2,310.0,250.0,0.0,0.0,300.0,525.0,200.0,100.0,0.0,0.0,10.0,250.0,53,6,24370,0,0,1,6.0,1207.008,6F,0,22001373|LRL|2026-01-10|2
X,22001373,Ellinger,LRL,2025-11-30,1,USA,CLM,,6.0,F,,6F,D,1,2.0,1.0,,,2.0,4,10.0,0.0,0.0,0.0,10.0,725.0,150.0,100.0,0.0,0.0,250.0,200.0,35,6,22660,0,0,1,6.0,1207.008,6F,0,22001373|LRL|2025-11-30|1
X,22001373,Ellinger,LRL,2025-11-14,2,USA,CLM,,5.5,F,,5 1/2F,D,3,1.0,1.0,,,1.0,2,0.0,0.0,0.0,0.0,0.0,25.0,50.0,50.0,0.0,0.0,150.0,400.0,184,9,23560,0,0,1,5.5,1106.424,5 1/2F,0,22001373|LRL|2025-11-14|2
,22001373,Ellinger,CT,2025-10-10,8,USA,CLM,,4.5,F,,4 1/2F,D,1,8.0,,,,6.0,5,860.0,0.0,0.0,0.0,410.0,475.0,200.0,0.0,0.0,0.0,50.0,75.0,35,9,12400,0,0,0,4.5,905.2560000000001,4 1/2F,0,22001373|CT|2025-10-10|8
X,22001496,Beautiful McClean,LRL,2025-12-06,9,USA,MCL,,7.0,F,,7F,D,6,3.0,3.0,,,3.0,1,250.0,410.0,0.0,0.0,310.0,0.0,150.0,50.0,0.0,0.0,250.0,125.0,89,7,31850,0,0,1,7.0,1408.176,7F,0,22001496|LRL|2025-12-06|9
X,22001496,Beautiful McClean,LRL,2025-11-09,7,USA,MSW,,6.0,F,,6F,D,6,2.0,2.0,,,4.0,5,10.0,300.0,0.0,0.0,700.0,975.0,400.0,100.0,0.0,0.0,250.0,450.0,606,6,52640,0,0,1,6.0,1207.008,6F,0,22001496|LRL|2025-11-09|7
X,22001496,Beautiful McClean,LRL,2025-10-18,10,USA,MSW,,5.5,F,,5 1/2F,T,2,8.0,7.0,,,8.0,9,810.0,810.0,0.0,0.0,1420.0,1360.0,300.0,50.0,0.0,0.0,100.0,100.0,505,10,49000,0,0,1,5.5,1106.424,5 1/2F,0,22001496|LRL|2025-10-18|10
X,22001570,Freedom Glider,LRL,2025-11-16,3,USA,MCL,,8.0,F,,1M,T,6,3.0,3.0,4.0,,7.0,4,160.0,200.0,120.0,0.0,380.0,300.0,10.0,50.0,100.0,0.0,500.0,25.0,47,9,34200,0,0,1,8.0,1609.344,1M,0,22001570|LRL|2025-11-16|3
X,22001570,Freedom Glider,LRL,2025-11-02,6,USA,MCL,,8.0,F,,1M,T,10,5.0,7.0,4.0,,5.0,4,400.0,420.0,310.0,0.0,260.0,110.0,100.0,200.0,10.0,0.0,10.0,250.0,16,12,27020,0,0,1,8.0,1609.344,1M,0,22001570|LRL|2025-11-02|6
,22001570,Freedom Glider,MED,2025-09-26,1,USA,MCL,,8.5,F,,1 1/16M,T,2,1.0,1.0,2.0,,2.0,5,0.0,0.0,10.0,0.0,50.0,405.0,10.0,100.0,100.0,0.0,150.0,675.0,12,7,21100,0,0,0,8.5,1709.928,1 1/16M,0,22001570|MED|2025-09-26|1
,22001738,Radiant Tones,CT,2025-12-10,2,USA,MSW,,7.0,F,,7F,D,7,1.0,2.0,,,2.0,4,0.0,10.0,0.0,0.0,700.0,1475.0,200.0,400.0,0.0,0.0,150.0,25.0,51,7,30600,0,0,0,7.0,1408.176,7F,0,22001738|CT|2025-12-10|2
,22001738,Radiant Tones,CT,2025-11-12,3,USA,MSW,,8.5,F,,1 1/16M,D,2,2.0,2.0,1.0,,2.0,3,50.0,100.0,0.0,0.0,300.0,1250.0,10.0,300.0,200.0,0.0,200.0,100.0,70,7,31600,0,0,0,8.5,1709.928,1 1/16M,0,22001738|CT|2025-11-12|3
X,22001738,Radiant Tones,LRL,2025-10-18,3,USA,MCL,,5.5,F,,5 1/2F,T,3,9.0,7.0,,,4.0,3,770.0,520.0,0.0,0.0,400.0,325.0,350.0,10.0,0.0,0.0,100.0,50.0,74,12,30260,0,0,1,5.5,1106.424,5 1/2F,0,22001738|LRL|2025-10-18|3
,22002009,Birravino Blvd,PEN,2025-12-04,4,USA,SOC,,8.32,F,,1M 70Y,D,6,4.0,4.0,2.0,,1.0,1,450.0,260.0,50.0,0.0,0.0,0.0,10.0,250.0,50.0,0.0,50.0,200.0,61,6,20000,0,0,0,8.32,1673.71776,1M 70Y,1,22002009|PEN|2025-12-04|4
,22002009,Birravino Blvd,PEN,2025-10-30,3,USA,CLM,,8.32,F,,1M 70Y,D,6,5.0,5.0,2.0,,2.0,4,310.0,160.0,10.0,0.0,50.0,475.0,150.0,250.0,150.0,0.0,150.0,825.0,28,8,16000,0,0,0,8.32,1673.71776,1M 70Y,1,22002009|PEN|2025-10-30|3
X,22002009,Birravino Blvd,LRL,2025-10-18,7,USA,CLM,,8.5,F,,1 1/16M,D,9,7.0,5.0,3.0,,3.0,3,710.0,560.0,210.0,0.0,110.0,550.0,10.0,10.0,250.0,0.0,150.0,175.0,37,9,25540,0,0,1,8.5,1709.928,1 1/16M,0,22002009|LRL|2025-10-18|7
X,22002084,Don't Fool With Me,LRL,2025-12-12,3,USA,SOC,,6.0,F,,6F,D,5,5.0,6.0,,,6.0,6,560.0,610.0,0.0,0.0,1000.0,1475.0,50.0,0.0,0.0,0.0,0.0,0.0,41,6,30450,0,0,1,6.0,1207.008,6F,0,22002084|LRL|2025-12-12|3
X,22002084,Don't Fool With Me,LRL,2025-11-27,4,USA,SOC,,7.0,F,,7F,D,4,3.0,2.0,,,2.0,1,200.0,200.0,0.0,0.0,10.0,0.0,50.0,50.0,0.0,0.0,200.0,300.0,27,7,30950,0,0,1,7.0,1408.176,7F,0,22002084|LRL|2025-11-27|4
X,22002084,Don't Fool With Me,LRL,2025-10-24,2,USA,CLM,,6.0,F,,6F,D,5,2.0,4.0,,,5.0,3,50.0,400.0,0.0,0.0,600.0,335.0,200.0,150.0,0.0,0.0,10.0,10.0,94,7,45300,0,0,1,6.0,1207.008,6F,0,22002084|LRL|2025-10-24|2
,22002084,Don't Fool With Me,DEL,2025-09-18,6,USA,CLM,,6.0,F,,6F,D,1,7.0,8.0,,,8.0,6,280.0,480.0,0.0,0.0,980.0,645.0,50.0,0.0,0.0,0.0,0.0,175.0,16,8,25000,0,0,0,6.0,1207.008,6F,0,22002084|DEL|2025-09-18|6
X,22002156,Mun Mun Can Run,LRL,2025-11-22,1,USA,SOC,,5.5,F,,5 1/2F,T,9,6.0,9.0,,,7.0,7,360.0,770.0,0.0,0.0,910.0,675.0,50.0,0.0,0.0,0.0,150.0,100.0,40,9,28040,0,0,1,5.5,1106.424,5 1/2F,0,22002156|LRL|2025-11-22|1
X,22002156,Mun Mun Can Run,LRL,2025-11-08,6,USA,MCL,,5.5,F,,5 1/2F,T,12,5.0,4.0,,,3.0,1,410.0,600.0,0.0,0.0,550.0,0.0,100.0,10.0,0.0,0.0,200.0,75.0,24,12,28100,0,0,1,5.5,1106.424,5 1/2F,0,22002156|LRL|2025-11-08|6
X,22002156,Mun Mun Can Run,LRL,2025-10-10,3,USA,MCL,,8.0,F,,1M,T,3,5.0,5.0,7.0,,8.0,7,500.0,550.0,610.0,0.0,610.0,555.0,250.0,50.0,200.0,0.0,150.0,50.0,18,11,32500,0,0,1,8.0,1609.344,1M,0,22002156|LRL|2025-10-10|3
X,22002300,The Count Is On,LRL,2026-01-10,1,USA,SOC,,8.5,F,,1 1/16M,D,3,2.0,2.0,1.0,,3.0,6,100.0,100.0,0.0,0.0,110.0,900.0,100.0,10.0,10.0,0.0,10.0,250.0,202,7,27280,0,0,1,8.5,1709.928,1 1/16M,0,22002300|LRL|2026-01-10|1
