has_gps_data,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,pp_id
 ,20019117,Bad Connection,CT ,2025-12-12,4,USA,SOC, ,4.5, ,4 1/2F,D,6,7,0,0,0,7,7,360,0,0,0,460,950,150,0,0,0,10,25,437,8,22700,20019117_CT_2025-12-12_4
 ,20019117,Bad Connection,CT ,2026-01-02,5,USA,CLM, ,4.5, ,4 1/2F,D,1,5,0,0,0,7,9,500,0,0,0,850,1100,10,0,0,0,50,600,195,10,15800,20019117_CT_2026-01-02_5
X,21017680,Bailintin,LRL,2025-06-27,8,USA,AOC, ,8.0, ,1M,T,1,8,10,10,0,10,10,1210,1780,1160,0,1130,1260,200,0,0,0,0,0,912,10,54200,21017680_LRL_2025-06-27_8
X,21017680,Bailintin,CNL,2025-07-16,7,USA,AOC, ,8.0, ,1M,D,2,4,4,3,0,2,1,200,210,110,0,10,0,50,10,10,0,50,25,445,7,74000,21017680_CNL_2025-07-16_7
X,21017680,Bailintin,LRL,2025-11-22,6,USA,STK, ,6.5, ,6 1/2F,D,3,4,4,0,0,5,5,560,660,0,0,810,1535,450,250,0,0,0,0,239,5,100000,21017680_LRL_2025-11-22_6
 ,23004610,Bala de Plata,PRX,2025-10-14,3,USA,MCL, ,8.0, ,1M,D,4,5,3,1,0,1,1,130,60,0,0,0,0,600,150,100,0,300,50,7,7,32000,23004610_PRX_2025-10-14_3
X,23004610,Bala de Plata,LRL,2025-11-02,9,USA,AOC, ,8.5, ,1 1/16M,D,7,1,1,1,0,1,1,0,0,0,0,0,0,150,250,250,0,400,250,69,7,50970,23004610_LRL_2025-11-02_9
X,23004610,Bala de Plata,LRL,2025-11-23,3,USA,AOC, ,8.0, ,1M,D,3,1,1,1,0,1,2,0,0,0,0,0,5,100,200,300,0,250,575,73,7,49500,23004610_LRL_2025-11-23_3
X,23008213,Ballinaclash,LRL,2025-11-08,7,USA,MSW, ,6.0, ,6F,D,6,4,5,0,0,4,4,260,860,0,0,860,1575,200,100,0,0,100,425,347,10,49000,23008213_LRL_2025-11-08_7
X,23008213,Ballinaclash,LRL,2025-12-20,3,USA,MSW, ,7.0, ,7F,D,1,2,2,0,0,1,2,200,150,0,0,0,250,200,150,0,0,150,325,81,7,47500,23008213_LRL_2025-12-20_3
X,20004494,Band Tour,LRL,2025-11-02,6,USA,MCL, ,8.0, ,1M,T,5,2,3,2,0,6,6,100,200,150,0,270,435,50,150,10,0,150,375,750,12,27020,20004494_LRL_2025-11-02_6
X,20004494,Band Tour,LRL,2025-11-09,3,USA,MCL, ,5.5, ,5 1/2F,T,10,3,5,0,0,9,10,150,400,0,0,680,365,50,100,0,0,10,0,221,10,28540,20004494_LRL_2025-11-09_3
X,20004494,Band Tour,LRL,2025-11-30,6,USA,MCL, ,6.0, ,6F,D,3,9,10,0,0,9,8,1700,1670,0,0,1250,1430,50,0,0,0,600,350,467,10,25050,20004494_LRL_2025-11-30_6
X,20004494,Band Tour,LRL,2025-12-26,6,USA,MCL, ,5.5, ,5 1/2F,D,1,11,11,0,0,11,11,1370,1710,0,0,1570,2000,0,0,0,0,0,0,1340,11,27200,20004494_LRL_2025-12-26_6
 ,22008556,Barbadian Runner,CT ,2025-08-22,9,USA,STK, ,7.0, ,7F,D,8,7,7,0,0,4,1,910,610,0,0,160,0,200,50,0,0,150,250,98,8,500000,22008556_CT_2025-08-22_9
X,22008556,Barbadian Runner,LRL,2025-10-11,11,USA,STK, ,9.0, ,1 1/8M,D,2,3,3,3,0,2,1,460,200,350,0,50,0,100,150,100,0,10,75,63,6,150000,22008556_LRL_2025-10-11_11
X,22008556,Barbadian Runner,LRL,2025-11-22,8,USA,STK, ,9.0, ,1 1/8M,D,5,4,4,3,0,1,1,460,560,300,0,0,0,600,700,300,0,50,425,4,6,100000,22008556_LRL_2025-11-22_8
X,23012748,Barbados Bulldog,LRL,2025-10-11,5,USA,STK, ,6.0, ,6F,D,6,3,3,0,0,6,9,60,160,0,0,610,1390,150,10,0,0,50,0,604,9,101000,23012748_LRL_2025-10-11_5
X,23012748,Barbados Bulldog,LRL,2025-10-31,5,USA,MSW, ,6.0, ,6F,D,5,4,4,0,0,3,5,250,160,0,0,400,1100,400,550,0,0,150,50,413,9,50615,23012748_LRL_2025-10-31_5
X,23012748,Barbados Bulldog,LRL,2025-11-22,3,USA,MCL, ,6.0, ,6F,D,9,5,4,0,0,3,6,410,650,0,0,550,1030,10,400,0,0,10,250,10,9,32400,23012748_LRL_2025-11-22_3
X,23012748,Barbados Bulldog,LRL,2025-12-14,6,USA,MCL, ,5.5, ,5 1/2F,D,6,3,2,0,0,1,1,20,10,0,0,0,0,150,10,0,0,200,225,25,7,33650,23012748_LRL_2025-12-14_6
X,20016773,Bay Street,LRL,2025-10-11,10,USA,STK, ,8.5, ,1 1/16M,T,5,6,4,5,0,8,7,550,460,420,0,620,775,250,100,150,0,0,10,198,8,125000,20016773_LRL_2025-10-11_10
X,20016773,Bay Street,LRL,2025-11-08,5,USA,SOC, ,8.0, ,1M,T,2,1,1,1,0,2,3,0,0,0,0,50,205,200,200,10,0,200,10,93,10,34045,20016773_LRL_2025-11-08_5
X,20016773,Bay Street,LRL,2025-11-30,3,USA,SOC, ,8.5, ,1 1/16M,D,5,4,3,4,0,5,5,250,350,1100,0,1110,2050,100,100,150,0,400,125,61,7,29935,20016773_LRL_2025-11-30_3
X,19010669,Be Better,LRL,2025-10-24,9,USA,AOC, ,8.5, ,1 1/16M,D,5,6,6,5,0,5,4,450,350,560,0,610,775,0,0,200,0,200,50,74,6,54590,19010669_LRL_2025-10-24_9
X,19010669,Be Better,LRL,2025-11-14,4,USA,AOC, ,8.5, ,1 1/16M,D,7,7,7,7,0,5,5,860,860,700,0,510,825,0,0,0,0,200,625,53,7,54295,19010669_LRL_2025-11-14_4
X,19010669,Be Better,LRL,2025-11-29,5,USA,SOC, ,8.5, ,1 1/16M,D,8,4,4,4,0,5,6,400,460,210,0,410,550,10,10,350,0,10,5,51,9,31370,19010669_LRL_2025-11-29_5
X,19010669,Be Better,LRL,2025-12-21,6,USA,CLM, ,8.0, ,1M,D,1,6,7,5,0,5,5,520,860,400,0,320,490,150,200,10,0,300,150,22,11,21450,19010669_LRL_2025-12-21_6
 ,21016215,Beach Cowboy,DEL,2025-07-04,2,USA,CLM, ,6.0, ,6F,D,2,1,1,0,0,2,1,0,0,0,0,10,0,10,10,0,0,600,5,10,5,19000,21016215_DEL_2025-07-04_2
 ,21016215,Beach Cowboy,TIM,2025-08-22,6,USA,CLM, ,6.5,A,6 1/2F,D,2,4,4,0,0,3,2,450,220,0,0,20,5,300,700,0,0,200,150,38,5,16050,21016215_TIM_2025-08-22_6
X,21016215,Beach Cowboy,LRL,2025-09-12,4,USA,CLM, ,6.0, ,6F,D,2,1,1,0,0,2,3,0,0,0,0,200,255,100,10,0,0,10,175,38,5,18180,21016215_LRL_2025-09-12_4
X,21016215,Beach Cowboy,LRL,2025-12-26,1,USA,CLM, ,6.0, ,6F,D,4,3,3,0,0,3,4,200,350,0,0,260,350,200,200,0,0,50,25,220,11,23070,21016215_LRL_2025-12-26_1
X,21016215,Beach Cowboy,LRL,2026-01-16,10,USA,CLM, ,7.0, ,7F,D,3,2,4,0,0,3,3,50,310,0,0,550,500,100,150,0,0,100,400,83,7,20600,21016215_LRL_2026-01-16_10
X,22001496,Beautiful McClean,LRL,2025-10-18,10,USA,MSW, ,5.5, ,5 1/2F,T,2,8,7,0,0,8,9,810,810,0,0,1420,1360,300,50,0,0,100,100,505,10,49000,22001496_LRL_2025-10-18_10
X,22001496,Beautiful McClean,LRL,2025-11-09,7,USA,MSW, ,6.0, ,6F,D,6,2,2,0,0,4,5,10,300,0,0,700,975,400,100,0,0,250,450,606,6,52640,22001496_LRL_2025-11-09_7
X,22001496,Beautiful McClean,LRL,2025-12-06,9,USA,MCL, ,7.0, ,7F,D,6,3,3,0,0,3,1,250,410,0,0,310,0,150,50,0,0,250,125,89,7,31850,22001496_LRL_2025-12-06_9
X,23003648,Beautiful Quality,LRL,2025-12-19,1,USA,MCL, ,5.5, ,5 1/2F,D,7,5,6,0,0,6,7,970,870,0,0,1010,1600,10,700,0,0,50,0,241,7,30950,23003648_LRL_2025-12-19_1
X,21002161,Bells Beach,AQU,2025-02-23,6,USA,AOC, ,8.0, ,1M,D,3,8,6,3,0,3,2,280,260,260,0,100,175,0,100,50,0,100,125,47,8,82000,21002161_AQU_2025-02-23_6
X,21002161,Bells Beach,AQU,2025-04-03,1,USA,AOC, ,9.0, ,1 1/8M,D,4,2,2,2,0,2,2,100,100,100,0,250,50,100,100,150,0,100,175,13,5,82000,21002161_AQU_2025-04-03_1
X,21002161,Bells Beach,BAQ,2025-05-15,2,USA,AOC, ,9.0, ,1 1/8M,D,1,3,3,3,0,3,3,150,250,250,0,400,475,50,50,650,0,1250,1525,12,5,88000,21002161_BAQ_2025-05-15_2
X,22018758,Beshareit,LRL,2025-09-06,3,USA,MCL, ,5.5, ,5 1/2F,T,5,7,7,0,0,7,7,1160,1360,0,0,1380,1500,0,0,0,0,0,0,580,7,44990,22018758_LRL_2025-09-06_3
X,22018758,Beshareit,LRL,2025-10-05,6,USA,MCL, ,8.5, ,1 1/16M,T,5,8,8,9,0,9,8,1110,960,970,0,1180,1695,150,150,0,0,0,525,680,9,46190,22018758_LRL_2025-10-05_6
X,23007671,Big Bolton,LRL,2025-11-08,3,USA,MSW, ,5.5, ,5 1/2F,T,6,2,2,0,0,1,1,10,10,0,0,0,0,150,200,0,0,150,225,101,10,54640,23007671_LRL_2025-11-08_3
X,23007671,Big Bolton,LRL,2025-12-06,6,USA,STK, ,7.0, ,7F,D,8,3,3,0,0,1,5,60,100,0,0,0,400,300,350,0,0,10,250,83,9,125000,23007671_LRL_2025-12-06_6
X,21014690,Big Earn,LRL,2025-10-18,5,USA,SOC, ,5.5, ,5 1/2F,T,4,6,2,0,0,1,1,460,150,0,0,0,0,50,50,0,0,10,100,18,9,28760,21014690_LRL_2025-10-18_5
X,21014690,Big Earn,LRL,2025-11-02,8,USA,ALW, ,5.5, ,5 1/2F,T,5,8,8,0,0,5,4,530,770,0,0,520,555,10,10,0,0,50,50,21,9,50500,21014690_LRL_2025-11-02_8
X,21014690,Big Earn,LRL,2025-11-23,6,USA,ALW, ,5.5, ,5 1/2F,T,8,5,5,0,0,4,4,360,270,0,0,350,175,50,10,0,0,10,25,63,10,51000,21014690_LRL_2025-11-23_6
X,21003545,Bigdaddysboy,LRL,2025-10-18,8,USA,ALW, ,5.5, ,5 1/2F,T,1,2,2,0,0,3,7,100,400,0,0,500,605,50,10,0,0,10,75,380,10,50000,21003545_LRL_2025-10-18_8
X,21003545,Bigdaddysboy,LRL,2025-11-15,9,USA,ALW, ,5.5, ,5 1/2F,T,4,7,8,0,0,8,6,460,560,0,0,670,535,100,0,0,0,0,25,265,8,49000,21003545_LRL_2025-11-15_9
X,21003545,Bigdaddysboy,LRL,2025-11-22,4,USA,SOC, ,5.5, ,5 1/2F,T,4,10,10,0,0,9,9,1430,1360,0,0,1260,890,0,0,0,0,150,875,154,10,26740,21003545_LRL_2025-11-22_4
X,22015089,Bigtonten,LRL,2025-11-14,1,USA,CLM, ,6.0, ,6F,D,3,6,6,0,0,4,2,170,460,0,0,450,300,10,50,0,0,200,10,82,9,23890,22015089_LRL_2025-11-14_1
X,22015089,Bigtonten,LRL,2025-11-23,5,USA,SOC, ,8.0, ,1M,D,3,8,7,6,0,6,9,710,450,710,0,1150,1635,50,400,50,0,100,0,338,9,26240,22015089_LRL_2025-11-23_5
X,22015089,Bigtonten,LRL,2025-12-06,5,USA,CLM, ,8.0, ,1M,D,5,2,2,1,0,1,1,200,50,0,0,0,0,100,100,10,0,400,275,93,9,23890,22015089_LRL_2025-12-06_5
X,23017809,Biker Baley,LRL,2025-11-14,10,USA,MCL, ,6.0, ,6F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,50,500,0,0,1000,1525,16,9,28400,23017809_LRL_2025-11-14_10
X,22002009,Birravino Blvd,LRL,2025-10-18,7,USA,CLM, ,8.5, ,1 1/16M,D,9,7,5,3,0,3,3,710,560,210,0,110,550,10,10,250,0,150,175,37,9,25540,22002009_LRL_2025-10-18_7
 ,22002009,Birravino Blvd,PEN,2025-10-30,3,USA,CLM, ,8.32, ,1M 70Y,D,6,5,5,2,0,2,4,310,160,10,0,50,475,150,250,150,0,150,825,28,8,16000,22002009_PEN_2025-10-30_3
 ,22002009,Birravino Blvd,PEN,2025-12-04,4,USA,SOC, ,8.32, ,1M 70Y,D,6,4,4,2,0,1,1,450,260,50,0,0,0,10,250,50,0,50,200,61,6,20000,22002009_PEN_2025-12-04_4
X,22013748,Bjorn,LRL,2025-02-28,4,USA,AOC, ,8.0, ,1M,D,1,2,2,4,0,5,5,150,100,510,0,910,1455,350,100,50,0,700,1175,37,6,49000,22013748_LRL_2025-02-28_4
X,22013748,Bjorn,LRL,2025-05-03,9,USA,ALW, ,8.5, ,1 1/16M,T,3,3,4,4,0,5,5,300,300,350,0,870,1235,10,100,10,0,0,0,122,5,48000,22013748_LRL_2025-05-03_9
 ,22013748,Bjorn,DEL,2025-06-14,2,USA,SOC, ,8.5, ,1 1/16M,T,9,7,8,9,0,9,9,400,570,350,0,710,1820,100,200,0,0,0,0,456,9,44000,22013748_DEL_2025-06-14_2
 ,16022898,Black Candy,MNR,2025-10-19,6,USA,AOC, ,6.0, ,6F,D,5,4,2,0,0,2,3,500,250,0,0,100,150,100,10,0,0,10,150,71,5,20000,16022898_MNR_2025-10-19_6
 ,16022898,Black Candy,MNR,2025-11-04,5,USA,AOC, ,5.0, ,5F,D,6,4,3,0,0,2,1,610,450,0,0,400,0,10,10,0,0,50,50,31,6,20000,16022898_MNR_2025-11-04_5
 ,16022898,Black Candy,MNR,2025-11-25,7,USA,AOC, ,6.0, ,6F,D,1,6,5,0,0,6,5,560,260,0,0,410,580,500,10,0,0,200,350,64,7,20000,16022898_MNR_2025-11-25_7
X,23008752,Blind Love,LRL,2025-10-11,5,USA,STK, ,6.0, ,6F,D,9,4,7,0,0,7,7,210,570,0,0,660,940,10,250,0,0,200,350,550,9,101000,23008752_LRL_2025-10-11_5
X,23008752,Blind Love,LRL,2025-11-02,5,USA,CLM, ,6.0, ,6F,D,2,5,5,0,0,6,6,450,700,0,0,860,650,400,10,0,0,0,0,38,6,33600,23008752_LRL_2025-11-02_5
X,23008752,Blind Love,LRL,2025-12-05,1,USA,CLM, ,7.0, ,7F,D,3,7,6,0,0,7,6,1210,1010,0,0,1000,1335,300,50,0,0,600,250,128,8,28260,23008752_LRL_2025-12-05_1
 ,22003364,Blo by the Field,PEN,2025-10-29,7,USA,SOC, ,6.0, ,6F,D,3,3,3,0,0,1,1,150,20,0,0,0,0,10,100,0,0,150,325,24,8,20000,22003364_PEN_2025-10-29_7
 ,22003364,Blo by the Field,PEN,2025-11-20,6,USA,SOC, ,8.0, ,1M,D,2,4,3,3,0,3,3,300,250,200,0,250,350,150,10,200,0,250,175,32,6,21000,22003364_PEN_2025-11-20_6
 ,22003364,Blo by the Field,PEN,2025-12-18,2,USA,SOC, ,6.0, ,6F,D,2,6,6,0,0,4,2,520,320,0,0,310,200,0,0,0,0,50,50,48,6,21000,22003364_PEN_2025-12-18_2
X,22013102,Blo By'em,LRL,2025-10-05,2,USA,SOC, ,6.0, ,6F,D,2,6,6,0,0,6,5,370,720,0,0,1060,1400,0,0,0,0,0,75,144,6,30000,22013102_LRL_2025-10-05_2
X,22013102,Blo By'em,LRL,2025-10-31,2,USA,SOC, ,7.0, ,7F,D,2,5,6,0,0,5,6,410,670,0,0,750,1125,50,0,0,0,150,0,50,6,26180,22013102_LRL_2025-10-31_2
X,22013102,Blo By'em,LRL,2025-12-05,3,USA,SOC, ,7.0, ,7F,D,5,5,3,0,0,1,3,1000,510,0,0,0,550,100,50,0,0,10,475,121,7,27040,22013102_LRL_2025-12-05_3
X,22013102,Blo By'em,LRL,2025-12-21,4,USA,CLM, ,7.0, ,7F,D,1,6,6,0,0,4,2,760,670,0,0,660,275,50,150,0,0,50,400,18,7,23550,22013102_LRL_2025-12-21_4
X,22013102,Blo By'em,LRL,2026-01-10,2,USA,CLM, ,6.0, ,6F,D,3,5,6,0,0,6,6,510,700,0,0,1060,2125,150,0,0,0,0,0,12,6,24370,22013102_LRL_2026-01-10_2
 ,21010815,Blue Kingdom,DEL,2025-09-25,8,USA,STR, ,8.0, ,1M,D,1,1,1,1,0,1,1,0,0,0,0,0,0,200,100,200,0,500,700,10,5,32000,21010815_DEL_2025-09-25_8
X,21010815,Blue Kingdom,LRL,2025-10-11,11,USA,STK, ,9.0, ,1 1/8M,D,5,1,1,1,0,1,3,0,0,0,0,0,250,450,150,300,0,50,350,84,6,150000,21010815_LRL_2025-10-11_11
X,21010815,Blue Kingdom,AQU,2025-11-15,3,USA,ALW, ,7.0, ,7F,D,7,1,1,0,0,1,1,0,0,0,0,0,0,100,200,0,0,400,525,9,7,88000,21010815_AQU_2025-11-15_3
X,21010815,Blue Kingdom,LRL,2025-12-20,5,USA,STK, ,7.0, ,7F,D,4,1,1,0,0,5,5,0,0,0,0,800,1850,50,10,0,0,0,0,17,5,100000,21010815_LRL_2025-12-20_5
X,19003051,Bob Marco,LRL,2024-09-13,9,USA,AOC, ,8.5, ,1 1/16M,D,6,1,1,2,0,5,5,0,0,10,0,510,1625,350,600,100,0,600,1125,30,6,58520,19003051_LRL_2024-09-13_9
X,19003051,Bob Marco,LRL,2024-10-18,8,USA,AOC, ,8.0, ,1M,D,1,2,4,8,0,8,8,50,170,1310,0,1420,2125,100,50,0,0,0,0,122,8,61640,19003051_LRL_2024-10-18_8
X,19003051,Bob Marco,LRL,2025-12-07,4,USA,SOC, ,6.0, ,6F,D,5,5,6,0,0,6,6,310,900,0,0,1250,1625,150,10,0,0,300,1125,89,7,40830,19003051_LRL_2025-12-07_4
X,15000089,Bode's Maker,LRL,2025-10-04,9,USA,SOC, ,8.0, ,1M,T,9,7,7,7,0,3,1,1000,1150,720,0,300,0,250,200,10,0,50,100,36,9,25520,15000089_LRL_2025-10-04_9
X,15000089,Bode's Maker,LRL,2025-11-01,6,USA,SOC, ,8.5, ,1 1/16M,T,6,12,9,7,0,4,2,920,730,560,0,360,100,0,50,10,0,50,5,39,12,27020,15000089_LRL_2025-11-01_6
X,15000089,Bode's Maker,LRL,2025-11-22,2,USA,SOC, ,8.0, ,1M,T,7,10,8,7,0,9,4,1080,810,410,0,520,200,500,200,100,0,800,50,50,11,26520,15000089_LRL_2025-11-22_2
X,22013886,Bodybuilder,LRL,2025-09-21,7,USA,MCL, ,8.0, ,1M,T,7,8,5,5,0,5,5,1620,1210,660,0,460,310,0,100,150,0,100,175,59,8,25020,22013886_LRL_2025-09-21_7
X,22013886,Bodybuilder,LRL,2025-10-25,3,USA,MCL, ,7.0, ,7F,D,3,2,2,0,0,3,3,200,200,0,0,400,450,100,200,0,0,50,50,20,5,32100,22013886_LRL_2025-10-25_3
X,22013886,Bodybuilder,LRL,2025-11-02,6,USA,MCL, ,8.0, ,1M,T,9,9,9,7,0,8,8,760,630,480,0,620,885,150,200,10,0,150,5,101,12,27020,22013886_LRL_2025-11-02_6
X,22013479,Bold Diversion,LRL,2025-10-11,12,USA,STK, ,6.0, ,6F,D,2,7,6,0,0,5,4,480,760,0,0,700,500,10,150,0,0,10,150,184,8,100000,22013479_LRL_2025-10-11_12
X,22013479,Bold Diversion,LRL,2025-11-07,9,USA,ALW, ,6.0, ,6F,D,5,8,5,0,0,4,1,380,410,0,0,160,0,400,100,0,0,150,175,20,9,54910,22013479_LRL_2025-11-07_9
X,22013479,Bold Diversion,LRL,2025-11-29,8,USA,STK, ,7.0, ,7F,D,5,8,8,0,0,5,3,1350,1020,0,0,410,75,350,700,0,0,350,75,127,9,100000,22013479_LRL_2025-11-29_8
X,22013479,Bold Diversion,LRL,2025-12-20,5,USA,STK, ,7.0, ,7F,D,2,5,4,0,0,3,3,360,110,0,0,550,925,0,150,0,0,150,475,149,5,100000,22013479_LRL_2025-12-20_5
X,22013479,Bold Diversion,LRL,2026-01-09,9,USA,AOC, ,6.0, ,6F,D,3,5,2,0,0,2,1,370,200,0,0,200,0,450,50,0,0,10,50,20,6,57770,22013479_LRL_2026-01-09_9
X,16012148,Bold Endeavor,SAR,2025-08-22,4,USA,CLM, ,8.0, ,1M,D,4,3,4,4,0,6,5,300,260,750,0,950,925,10,10,100,0,450,5,27,8,34000,16012148_SAR_2025-08-22_4
X,16012148,Bold Endeavor,BAQ,2025-09-18,6,USA,CLM, ,9.0, ,1 1/8M,D,2,3,4,4,0,4,4,200,310,300,0,400,280,150,450,350,0,200,25,32,8,32000,16012148_BAQ_2025-09-18_6
 ,16012148,Bold Endeavor,PRX,2025-11-17,10,USA,CLM, ,8.32, ,1M 70Y,D,5,5,5,5,0,2,1,260,130,210,0,150,0,100,100,400,0,150,225,23,9,26000,16012148_PRX_2025-11-17_10
X,20003183,Bold Mirage,LRL,2025-02-23,4,USA,MCL, ,6.0, ,6F,D,1,5,6,0,0,6,6,510,860,0,0,860,1330,150,0,0,0,0,0,118,6,42230,20003183_LRL_2025-02-23_4
X,20003183,Bold Mirage,LRL,2025-06-08,1,USA,MSW, ,5.5, ,5 1/2F,T,6,8,8,0,0,8,8,1150,1260,0,0,1310,1175,0,0,0,0,0,0,563,8,51830,20003183_LRL_2025-06-08_1
X,20003183,Bold Mirage,LRL,2025-06-28,3,USA,MSW, ,8.5, ,1 1/16M,T,6,2,2,3,0,7,7,10,50,110,0,570,950,250,150,100,0,300,650,663,8,49650,20003183_LRL_2025-06-28_3
 ,21012932,Bolt Enoree,FE ,2025-10-20,6,CAN,ALW, ,6.5, ,6 1/2F,D,1,4,5,0,0,2,1,160,310,0,0,100,0,10,10,0,0,100,200,37,6,17868,21012932_FE_2025-10-20_6
X,21012932,Bolt Enoree,WO ,2025-11-08,9,CAN,STK,3,7.0, ,7F,D,7,6,8,0,0,5,9,300,430,0,0,270,470,10,50,0,0,100,200,1185,14,106787,21012932_WO_2025-11-08_9
 ,21012932,Bolt Enoree,MVR,2025-11-24,8,USA,STK, ,6.0, ,6F,D,3,4,4,0,0,4,3,160,260,0,0,510,600,0,0,0,0,0,400,249,4,100000,21012932_MVR_2025-11-24_8
X,21004579,Bond's Belle,LRL,2025-10-05,7,USA,CLM, ,6.0, ,6F,D,5,6,4,0,0,4,2,700,210,0,0,160,225,10,10,0,0,200,50,209,8,25700,21004579_LRL_2025-10-05_7
X,21004579,Bond's Belle,LRL,2025-10-26,4,USA,CLM, ,6.0, ,6F,D,1,5,4,0,0,1,2,260,350,0,0,0,25,150,10,0,0,10,100,119,9,26530,21004579_LRL_2025-10-26_4
X,21004579,Bond's Belle,LRL,2025-11-16,5,USA,CLM, ,6.0, ,6F,D,1,5,2,0,0,2,2,310,250,0,0,350,300,200,150,0,0,250,75,92,9,24550,21004579_LRL_2025-11-16_5
X,21004579,Bond's Belle,LRL,2025-12-13,3,USA,CLM, ,5.5, ,5 1/2F,D,6,3,3,0,0,3,2,110,160,0,0,450,475,400,450,0,0,250,250,73,6,24700,21004579_LRL_2025-12-13_3
X,23018806,Bonsai Warrior,MTH,2025-07-13,4,USA,MSW, ,5.0, ,5F,D,4,4,3,0,0,3,1,160,210,0,0,110,0,500,50,0,0,300,5,60,7,52500,23018806_MTH_2025-07-13_4
X,23018806,Bonsai Warrior,LRL,2025-10-26,6,USA,AOC, ,5.5, ,5 1/2F,D,6,3,3,0,0,5,7,400,400,0,0,1000,1535,50,50,0,0,150,0,47,7,50235,23018806_LRL_2025-10-26_6
X,23018806,Bonsai Warrior,LRL,2025-11-21,4,USA,AOC, ,6.0, ,6F,D,6,3,3,0,0,2,3,210,150,0,0,250,325,50,150,0,0,150,75,124,7,53910,23018806_LRL_2025-11-21_4
X,23007473,Boorada,LRL,2025-12-20,3,USA,MSW, ,7.0, ,7F,D,2,7,7,0,0,7,7,1300,1460,0,0,1560,2850,0,0,0,0,0,0,363,7,47500,23007473_LRL_2025-12-20_3
X,F0047810,Borletti (IRE),LRL,2025-10-12,3,USA,SOC, ,5.5, ,5 1/2F,T,6,8,6,0,0,6,5,450,460,0,0,330,315,100,50,0,0,10,150,191,10,26380,F0047810_LRL_2025-10-12_3
X,F0047810,Borletti (IRE),LRL,2025-11-01,8,USA,SOC, ,5.5, ,5 1/2F,T,4,7,7,0,0,8,8,560,750,0,0,780,495,50,10,0,0,10,50,392,11,26520,F0047810_LRL_2025-11-01_8
X,F0047810,Borletti (IRE),LRL,2025-11-21,5,USA,SOC, ,5.5, ,5 1/2F,T,8,9,9,0,0,7,6,1110,870,0,0,570,655,100,150,0,0,10,25,435,12,27380,F0047810_LRL_2025-11-21_5
X,23009996,Boss Lily,CNL,2025-07-11,2,USA,MOC, ,5.5, ,5 1/2F,D,5,6,6,0,0,8,8,660,710,0,0,1650,2175,200,50,0,0,100,75,413,9,55000,23009996_CNL_2025-07-11_2
X,23009996,Boss Lily,LRL,2025-10-25,5,USA,MCL, ,5.5, ,5 1/2F,D,4,10,9,0,0,7,5,670,820,0,0,670,375,800,300,0,0,400,100,391,11,29760,23009996_LRL_2025-10-25_5
X,23009996,Boss Lily,LRL,2025-11-28,1,USA,MCL, ,8.0, ,1M,D,4,2,2,4,0,6,6,10,50,160,0,330,435,50,10,10,0,500,375,45,12,29180,23009996_LRL_2025-11-28_1
X,23009996,Boss Lily,LRL,2025-12-19,6,USA,MCL, ,8.5, ,1 1/16M,D,4,5,5,5,0,5,4,560,510,420,0,650,550,50,100,10,0,10,5,113,8,25740,23009996_LRL_2025-12-19_6
X,23017670,Boss Mode,CNL,2025-08-02,1,USA,MOC, ,8.0, ,1M,T,5,10,10,10,0,10,9,1010,820,890,0,1370,2000,100,300,500,0,350,5,56,12,55000,23017670_CNL_2025-08-02_1
X,23017670,Boss Mode,LRL,2025-10-03,2,USA,MCL, ,8.0, ,1M,D,6,1,1,1,0,1,1,0,0,0,0,0,0,50,200,300,0,400,225,16,6,27260,23017670_LRL_2025-10-03_2
X,23017670,Boss Mode,LRL,2025-12-05,1,USA,CLM, ,7.0, ,7F,D,1,8,7,0,0,4,2,1510,1060,0,0,550,75,0,800,0,0,50,250,19,8,28260,23017670_LRL_2025-12-05_1
X,23017670,Boss Mode,LRL,2025-12-14,2,USA,AOC, ,8.5, ,1 1/16M,D,3,3,4,4,0,4,4,700,750,710,0,1050,2000,100,0,0,0,0,0,113,4,49000,23017670_LRL_2025-12-14_2
 ,22004645,Bourbon N Lace,DEL,2025-09-13,8,USA,CLM, ,8.32, ,1M 70Y,T,12,6,6,9,0,8,9,320,310,450,0,530,455,10,50,200,0,10,25,119,12,32000,22004645_DEL_2025-09-13_8
 ,22004645,Bourbon N Lace,DEL,2025-10-15,8,USA,CLM, ,5.5, ,5 1/2F,D,5,9,9,0,0,4,3,450,590,0,0,250,100,100,10,0,0,10,10,36,11,21000,22004645_DEL_2025-10-15_8
X,22004645,Bourbon N Lace,AQU,2025-11-12,2,USA,CLM, ,8.0, ,1M,D,3,6,6,6,0,6,5,320,320,660,0,700,610,200,100,400,0,1000,25,104,7,31000,22004645_AQU_2025-11-12_2
